uid,title,description,long_description,begin,end,location_name,location_city,location_address,origin_agenda
97835085,Visite commentée de la collection photographique de l'Artothèque du CAP,"Forte d'une collection de plus de 900 œuvres d'art disponibles à l'emprunt, l'Artothèque du CAP célèbre ses 40 ans en 2026.","Forte d'une collection de plus de 900 œuvres d'art disponibles à l'emprunt, l'Artothèque du CAP célèbre ses 40 ans en 2026.  
Pour l'occasion, notre équipe vous a concocté un voyage visuel inédit : laissez-vous guider à la découverte des artistes photographes présents dans la collection.  
Un temps de rencontre qui promet d'être riche en découvertes et en échanges !",2026-09-19 16:30:00+02:00,2026-09-19 17:30:00+02:00,CAP Centre d'art de Saint-Fons,Saint-Fons,"Rue de la Rochette, 69100 Saint-Fons",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
90594807,Cie EAEO - Dans ma piscine,"Dans un grand aquarium, un jongleur joue sous l’eau avec des objets qui flottent et tombent. Corps et balles semblent défier la gravité. Le temps d’un numéro, tout paraît suspendu : la respiration, …","Dans un grand aquarium, un jongleur joue sous l’eau avec des objets qui flottent et tombent. Corps et balles semblent défier la gravité. Le temps d’un numéro, tout paraît suspendu : la respiration, les règles du monde, le réel. Un spectacle pris dans un dispositif rare, où petits et grands retiennent leur souffle.  
Dans cet aquarium hexagonal, le jongleur fait vivre des objets étranges sous l’eau. Sept objets, sept façons de flotter ou de couler, sept moments suspendus pour le public et l’artiste. Corps et balles bougent ensemble, dans une danse étonnante où tout paraît possible. Le temps du spectacle, la respiration et la gravité semblent disparaître, offrant une expérience magique, drôle et poétique pour tous les âges.",2026-09-19 17:00:00+02:00,2026-09-19 17:40:00+02:00,Les Subsistances,Lyon,"8bis Quai Saint Vincent, 69001 Lyon, France",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
76529609,Burlesque !,"Une bonne tranche de rigolade au programme, avec plusieurs courts métrages truffés de cascades et de gags, suivis d’une session mimes rocambolesque.","Une bonne tranche de rigolade au programme, avec plusieurs courts métrages truffés de cascades et de gags, suivis d’une session mimes rocambolesque.  
Pour petits et grands enfants !

Les films projetés :  
L’équilibre impossible, Georges Mélies (1902 / France)  
Il était une chaise, Norman McLaren (1957 / Canada)  
Luminaris, Juan Pablo Zaramella (2011 / Argentine  
Matchstick Man, Philippe Prouff (2019 / France)  
Pompier, Yulia Aronova (2020 / France)  
En pleine forme, Pierre Etaix (1971 / France)",2026-09-19 17:00:00+02:00,2026-09-19 19:00:00+02:00,"Maison du livre, de l'image et du son",Villeurbanne,247 cours emile zola 69100 villeurbanne,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
30061505,Conférence : Le ciel en danger ! L’observation du ciel face à la prolifération satellitaire,L’augmentation des satellites en orbite basse (LEO) entraîne l’apparition de traînées lumineuses visibles dans le ciel nocturne. Ces phénomènes perturbent l’astronomie optique et radio en dégradant  …,"L’augmentation des satellites en orbite basse (LEO) entraîne l’apparition de traînées lumineuses visibles dans le ciel nocturne. Ces phénomènes perturbent l’astronomie optique et radio en dégradant la qualité des observations scientifiques et amateurs.  
Les enjeux incluent la pollution lumineuse orbitale, les débris spatiaux et la gestion du trafic spatial. Des solutions reposent sur la régulation des constellations de satellites, l’innovation technologique et la préservation du ciel nocturne.  
Intervenant : Lionel Birée, ingénieur de recherche en aérospatiale  
Ingénieur de recherche et spécialiste des enjeux liés à l’environnement spatial, Lionel Birée travaille sur les problématiques de Space Situational Awareness et la gestion du trafic orbital.  
Public : Adultes / adolescents",2026-09-19 17:00:00+02:00,2026-09-19 18:00:00+02:00,Planétarium de Vaulx-en-Velin,Vaulx-en-Velin,"Place de la Nation, 69120 Vaulx-en-Velin",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
53982874,À la découverte des balades historiques.,La ville a installé 23 panneaux sur des lieux patrimoniaux de la commune pour vous permettre de mieux connaître l’histoire d’Écully au gré de vos promenades. Nous vous proposons d’en découvrir au et …,"La ville a installé 23 panneaux sur des lieux patrimoniaux de la commune pour vous permettre de mieux connaître l’histoire d’Écully au gré de vos promenades. Nous vous proposons d’en découvrir quelques-uns au cours d’une balade commentée et accompagnée musicalement par la fanfare de l’Ecole de musique.  
À partir de 18h au château du Vivier, inauguration des panneaux historiques puis départ d’une balade commentée au son de la fanfare de l’école de musique, jusqu’à la Place de la Libération. Gratuit, sans réservation.  
A l’arrivée, possibilité de se restaurer sur place, avant d’enchaîner avec le concert à la bougie…",2026-09-19 18:00:00+02:00,2026-09-19 20:00:00+02:00,Mairie d'Écully,Écully,"1 Place de la Libération, 69130, Écully",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
31501442,Concert d'orgue avec Yves Lafargue,"Pour prolonger les visites de l'Auditorium et terminer la journée en musique, assistez à un concert gratuit à 18h sur l’orgue monumental, dans la Grande Salle, avec Yves Lafargue.","L’Auditorium célèbre le patrimoine à travers son élément le plus ancien : son orgue monumental, qui fêtera bientôt ses 150 ans ! Claire Delamarche, conservatrice de l’instrument, vous révélera l’intimité de ses quelque 6400 tuyaux et de sa console flambant neuve avec la complicité d’Yves Lafargue, organiste titulaire de la basilique Notre-Dame de Fourvière et professeur au Conservatoire à rayonnement régional de Lyon.  
Ce voyage musical commence à l’époque baroque avec Bach et Vivaldi, mais aussi avec Clérambault, musicien admiré par Louis XIV. Yves Lafargue propose ensuite une ardente fantaisie de Saint-Saëns, son propre arrangement du célèbre Adagietto de la _Septième Symphonie_ de Beethoven, ainsi qu’une pièce de sa composition inspirée par la résidence d’un an qu’il a effectuée au Japon. Il couronne son programme par l’emblématique _Toccata_ de Widor. Cette page éclatante qui a accompagné tant de mariages royaux (ou non) fut composée en 1879 spécifiquement pour cet instrument, lorsqu’il était encore au palais du Trocadéro, à Paris.",2026-09-19 18:00:00+02:00,2026-09-19 19:15:00+02:00,Auditorium Maurice-Ravel,Lyon,"149 rue Garibaldi, 69003 Lyon, France",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
50891883,Le Véritable Théâtre de Guignol au Moulin à Vent !,"100 ans plus tard, Guignol revient à la rencontre des Vénissians...","100 ans plus tard, Guignol revient à la rencontre des Vénissians...  
Deux pièces de 30mn pour toute la famille : La Bête fantastique du Gévaudan et Guignol dentiste.",2026-09-19 18:00:00+02:00,2026-09-19 19:00:00+02:00,Le Véritable Théâtre de Guignol au Moulin à Vent,Vénissieux,Rue Ernest Renan 69200 Vénissieux,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
26079507,Visite insolite Lyon : Sorcellerie et occultisme,"Plongez dans le Lyon mystique et ésotérique, à l'aube du XXème siècle ! Redécouvrez la Croix Rousse accompagnés d'un guide conférencier passionné en costume d'époque incarnant Jules Esquirol, dont le…","Plongez dans le Lyon mystique et ésotérique, à l'aube du XXème siècle ! Redécouvrez la Croix Rousse accompagnés d'un guide conférencier passionné en costume d'époque incarnant Jules Esquirol, écrivain malheureux dont le livre a été retiré de la vente. Ensemble, découvrez une ville dissimulée, témoin d'événements extraordinaires et d'histoires d'occultisme. Écoutez les récits authentiques de sociétés secrètes, de sortilèges et de hantises, qui ont marqué l'histoire de cette ville intrigante. Partez sur les traces des personnages hors du commun qui ont peuplé le Lyon de la Belle Époque. Cette visite unique révèle le cœur secret de Lyon, un lieu où l'histoire et l'occulte se mêlent et se confondent. Laissez votre curiosité vous guider et osez un voyage inédit dans le temps et l'histoire.  
Visite d’1h30 menée en costume d’époque et en petit groupe de 8 à 30 personnes pour adultes et enfants de + de 12 ans.  
Réservation obligatoire, nombre de places limité et tarif préférentiel.",2026-09-19 20:00:00+02:00,2026-09-19 21:30:00+02:00,"133 boulevard de la croix rousse, lyon",Lyon,"133 boulevard de la croix rousse, lyon",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
32448664,Grand concert à la bougie,"Pour ce rendez-vous traditionnel à l’Eglise Saint-Blaise, samedi à 20 heures, nous accueillerons cette année le Gospel 4 freedom, dans l’ambiance chaleureuse du concert à la bougie.","Pour ce rendez-vous traditionnel à l’Eglise Saint-Blaise, samedi à 20 heures, nous accueillerons cette année le Gospel 4 freedom, dans l’ambiance chaleureuse du concert à la bougie.  
Zoélie, Nathalie, Romy et Olivier, accompagnés de Thomas (clavier-guitare) et Tom (Basse et percussions) viennent chanter, partager avec le public leur énergie positive, semer dynamisme et joie de vivre dans leur sillage. Une prestation vibrante, portée par des artistes passionnés.  
Concert gratuit, avec le partenariat du Crédit Mutuel d’Écully, sans réservation.",2026-09-19 20:00:00+02:00,2026-09-19 22:00:00+02:00,Eglise Saint-Blaise Ecully,Écully,992 place de la libération 69130 ecully,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
68691802,"Projection du film ""LEE MILLER""","L'incroyable vie de Lee Miller, ex-modèle pour Vogue et muse de Man Ray, devenue l'une des premières femmes photographes de guerre.","**L'incroyable vie de Lee Miller, ex-modèle pour Vogue et muse de Man Ray, devenue l'une des premières femmes photographes de guerre.**  
Partie sur le front et prête à tout pour témoigner des horreurs de la Seconde Guerre mondiale, elle a, par son courage et son refus des conventions, changé la façon de voir le monde.",2026-09-19 20:00:00+02:00,2026-09-19 22:00:00+02:00,Cinéma le Méliès,Caluire-et-Cuire,"67 chemin de Vassieux, 69300 Caluire-et-Cuire",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
76465584,Se déshabiter : un solo de danse par Hugo Daubresse,Se déshabiter : Un solo de danse par Hugo Daubresse,"Se déshabiter : Un solo de danse par Hugo Daubresse  
Restitution de la résidence à la TASE du danseur contemporain Hugo Daubresse au cœur de l’usine TASE. Une œuvre en résonance avec la Biennale d’Art Contemporain.",2026-09-19 20:00:00+02:00,2026-09-19 20:30:00+02:00,Usine TASE,Vaulx-en-Velin,8 Allée du textile 69120 Vaulx-en-Velin,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
72386007,Visite nocturne à la lampe torche,"A la tombée du jour, goûtez à l’atmosphère envoûtante d’une visite nocturne au coeur de la colline qui prie. Muni d’une lampe-torche (distribuée par la guide ) vous observerez différemment les qui  à…","A la tombée du jour, goûtez à l’atmosphère envoûtante d’une visite nocturne au coeur de la colline qui prie. Muni d’une lampe-torche (distribuée par la guide ) vous observerez différemment les bâtiments qui vous entourent.  
Votre guide vous entraîne pendant plus de 1h30 à la découverte de la colline de Fourvière jusqu’au Vieux Lyon.  
Découvrez au crépuscule ce quartier emblématique, ses ruelles pittoresques, ses légendes et histoires mystérieuses , ses lieux insolites sous un nouveau jour",2026-09-19 20:15:00+02:00,2026-09-19 21:30:00+02:00,Place de l'abbé Larue,Lyon,Place de l'abbé  69005 Lyon,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
85890570,Le jardin Rosa Mir,Un véritable joyau ! Impossible de ne pas adorer ce jardin d’art brut à l’ambiance méditerranéenne.,"Un véritable joyau ! Impossible de ne pas adorer ce jardin d’art brut à l’ambiance méditerranéenne.  
Œuvre de Jules Senis-Mir, maçon, immigré espagnol, le jardin Rosa Mir constitue l’un des plus beaux exemples de l’art dit « brut » (créé par une personne dénuée de culture artistique). Alliant colonnades décorées de coquillages et végétation méditerranéenne, ce jardin, inscrit à l’inventaire des monuments historiques, est une invitation au voyage.",2026-09-20 09:00:00+02:00,2026-09-20 18:00:00+02:00,Jardin Rosa Mir,Lyon,"87 grande rue de la Croix-Rousse, 69004 Lyon, France",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
11806520,La Source romaine d'Arches à Saint-Romain-au-mont-d'or,"Nichée dans un vallon discret à Saint-Romain-au-Mont-d’Or, la source du vallon d’Arche a l’air d’un simple ruissellement d’une eau claire. Pourtant, ce lieu paisible est l’un des plus anciens témoins…","Nichée dans un vallon discret à Saint-Romain-au-Mont-d’Or, la source du vallon d’Arche a l’air d’un simple ruissellement d’une eau claire. Pourtant, ce lieu paisible est l’un des plus anciens témoins du génie hydraulique romain autour de Lyon. La source d'Arches à Saint-Romain-au-Mont-d'Or fait partie d'un ensemble hydraulique dont les éléments les plus remarquables ont été inscrits à l'inventaire des monuments historiques par arrêté du 18 février 1991. Cette source aménagée par les Romains pour alimenter l'aqueduc du Mont d'Or se déverse de nos jours dans un ensemble comportant plus de 150 mètres de galeries souterraines, entrecoupées successivement par 2 chambres voûtées souterraines et ponctuées d'anciens regards et batardeaux.",2026-09-20 09:00:00+02:00,2026-09-20 09:30:00+02:00,45 route du Mont Thou - devant la métallerie,Saint-Romain-au-Mont-d'Or,45 route du Mont Thou,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
4174411,"Visite des Célestins, Théâtre de Lyon",Journées européennes du patrimoine,"Pour l'édition des JEP 2026, les Célestins ouvrent leurs portes le dimanche 20 septembre, en matinée, de 9h30 à 12h30. Le parcours proposé invite les visiteurs à découvrir le théâtre et son architecture avec la Grande salle à l'italienne rouge et or, la Célestine, le foyer du public, et l'envers du décor avec les dessous de scène.",2026-09-20 09:30:00+02:00,2026-09-20 12:30:00+02:00,"Les Célestins, Théâtre de Lyon",Lyon,"4 Rue Charles Dullin, 69002 Lyon, France",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
60910716,Visites guidées des jardins ouvriers des Eglantiers,Jardins ouvriers communaux les Eglantiers,"Jardins ouvriers communaux les Eglantiers  
Les Jardins ouvriers communaux de Lyon, 75 parcelles en terrasses, sur le flanc ouest de la colline de Fourvière, vue sur les monts du lyonnais.  
Accès à l'arrière du cimetière de Loyasse (Lyon 05)  
Accès en transports en commun : Bus 90 : La Vigie  
Depuis Gorge de Loup et la rue Pierre Audry, prendre la montée rue du bas de Loyasse  
Depuis la Sarra, prendre direction de l'Observance, 1ère rue à gauche",2026-09-20 10:00:00+02:00,2026-09-20 18:00:00+02:00,Jardins ouvriers communaux les Eglantiers,Lyon,1 rue du bas de Loyasse 69009 Lyon,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
94018019,CHARLY / Serre et Orangerie du Domaine Melchior Philibert,"Édifiées au XIXe siècle au cœur du parc du domaine, **la serre et l’orangerie** accueillaient autrefois _agrumes et autres plantes_, reflet du goût pour la botanique de l’époque. Ces bâtiments, avec …","**Une rénovation alliant mémoire historique et dynamisme contemporain.**  
Édifiées à la fin du XIXe siècle, **la serre et l’orangerie** du Domaine Melchior Philibert, au cœur du parc, témoignent de l’essor horticole de leur époque. Sous l’impulsion de la famille Perrachon, alors propriétaire, le domaine se spécialise dans la culture des agrumes, offrant au site un nouveau rayonnement. Ces espaces accueillaient ainsi agrumes et plantes variées, reflet de l’engouement pour la botanique.  
**Déclin et renaissance au XXe siècle**  
Au fil du temps, les intempéries et le manque d’entretien ont entraîné d’importantes dégradations, altérant la lisibilité et les qualités architecturales de ces bâtiments.  
Restaurés avec soin par la commune de Charly en 2023, ils ont aujourd’hui retrouvé leur éclat d’antan.  
**Ce travail de préservation a valu à la commune le Prix national des Rubans du Patrimoine 2024, récompensant un engagement exemplaire en faveur de la valorisation du patrimoine local.**  
Les bâtiments sont aujourd’hui mis à disposition du CRBA par la mairie de Charly.",2026-09-20 10:00:00+02:00,2026-09-20 18:00:00+02:00,Maison dite de Melchior Philibert,Charly,"224 Rue de l'Église, 69390 Charly, France",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
98570320,CHARLY / Parc du Domaine Melchior Philibert,"Visites libres du **parc du Domaine Melchior Philibert** qui s’étend sur 7 hectares. Remarquable témoin des maisons des champs construites, notamment au XVIIe siècle dans la campagne lyonnaise, le en…","Visites libres du **parc du Domaine Melchior Philibert** qui s’étend sur 7 hectares. Remarquable témoin des maisons des champs construites, notamment au XVIIe siècle dans la campagne lyonnaise, le **Domaine Melchior Philibert** est demeuré quasi préservé dans son intégralité jusqu’à nos jours. Cette propriété est i**nscrite en totalité à l’inventaire des Monuments historiques**, forme un ensemble architectural complet. Au-delà d’abriter un pôle culturel et un pôle économique, Il est aussi et avant tout _**un lieu de nature et de promenade particulièrement apprécié**_, ouvert en journée. Les petits comme les grands prendront plaisir à se faufiler à travers le parc, ses allées, ses abords, ses jardins à la Française et ses petits édifices.",2026-09-20 10:00:00+02:00,2026-09-20 18:00:00+02:00,Maison dite de Melchior Philibert,Charly,"224 Rue de l'Église, 69390 Charly, France",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
2016001,"Jeux pour les enfants, église Notre-Dame, Charly","**Jeu (pour les enfants) pour découvrir ludiquement l’intérieur de l’église**, intégralement restaurée en 2010, qui conserve la trace des siècles, de la dépendance à l'abbaye d'Ainay jusqu'aux (2024)…","**Jeu pour les enfants pour découvrir l’intérieur de l’église**, intégralement restaurée en 2010, qui conserve la trace des siècles, de la dépendance à l'abbaye d'Ainay jusqu'aux vitraux contemporains (2024) remplaçant ceux de Ribes. Entourée de son « **Jardin de la Paix** », elle leur ouvre ses portes pour une immersion chronologique au cœur du vieux bourg.",2026-09-20 10:00:00+02:00,2026-09-20 12:00:00+02:00,Église Notre-Dame,Charly,"Place de l'Eglise, 69390 Charly, France",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
8189002,CHARLY / Eglise Notre-Dame,Monument du XIIIe siècle.,"Intégralement restaurée en 2010, cette église conserve la trace des siècles, de la dépendance à l'abbaye d'Ainay jusqu'aux vitraux contemporains (2024) remplaçant ceux de Ribes. Entourée de son « **Jardin de la Paix** », elle vous ouvre ses portes pour une immersion chronologique au cœur du vieux bourg .",2026-09-20 10:00:00+02:00,2026-09-20 12:00:00+02:00,Église Notre-Dame,Charly,"Place de l'Eglise, 69390 Charly, France",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
20724444,CHARLY / Exposition de véhicules RENAULT anciens,Découvrir d'anciens véhicules Renault d'époques diverses en superbe état.,"**Découvrir d'anciens véhicules Renault d'époques diverses en superbe état.**  
Notre club le **CAR Lyonnais (Club des amateurs d'Anciennes Renault)**, a été créé en 1992. Pour nous, participer à la journée du patrimoine, c'est **exposer une partie du formidable patrimoine automobile des véhicules Renault,** cher à bon nombre d'entre nous. Combien de fois n'avons nous pas entendu ""_mon père avait la même, que de souvenirs lors des départs en vacances_…"" . C'est aussi un moyen de nous faire connaitre dans le sud de Lyon et de converser autour de notre passion avec les visiteurs. [http://clubrenaultlyon.free.fr/](http://clubrenaultlyon.free.fr/)",2026-09-20 10:00:00+02:00,2026-09-20 17:30:00+02:00,Maison dite de Melchior Philibert,Charly,"224 Rue de l'Église, 69390 Charly, France",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
35106922,CHARLY / Tour du Parc Melchior en calèche,**Balade en calèche** dans le Domaine Melchior Philibert qui s’étend sur 7 hectares. Tour du Parc du domaine avec départs réguliers au cours de la journée. _Priorité aux enfants ! Tour assuré par Les…,"**Balade en calèche** dans le Domaine Melchior Philibert qui s’étend sur 7 hectares. Tour du Parc du domaine avec départs réguliers au cours de la journée. _Priorité aux enfants ! Tour assuré par Les Balades De Marquise_ [_https://www.facebook.com/LesBalladesDeMarquise/_](https://www.facebook.com/LesBalladesDeMarquise/)  
**Promenade respectueuse :** _le rythme de départ de la calèche est dicté par le bien-être du cheval, sous la seule responsabilité du cocher._",2026-09-20 10:00:00+02:00,2026-09-20 17:30:00+02:00,Maison dite de Melchior Philibert,Charly,"224 Rue de l'Église, 69390 Charly, France",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
12652656,VIsite libre du Fort du Bruissin,Certains espaces du Fort du Bruissin seront ouverts pour vous permettre de déambuler librement dans ce lieu exceptionnel. Avec pour la première fois un accès libre à des lieux secrets comme la double…,"Certains espaces du Fort du Bruissin seront ouverts pour vous permettre de déambuler librement dans ce lieu exceptionnel. Avec pour la première fois un accès libre à des lieux secrets comme la double caponnière ou la poudrière nord  
Un livret ludique, pour les enfants à partir de 7 ans, sera mis à votre disposition pour une visite en famille originale!",2026-09-20 10:00:00+02:00,2026-09-20 17:00:00+02:00,Fort du Bruissin,Francheville,69340 Francheville,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
21443348,A la découverte de l'Opéra de Lyon,"A l'occasion des Journées européennes du patrimoine, venez découvrir le bâtiment et les métiers qui donnent vie aux arts de la scène de l'Opéra national de Lyon. La visite commentée montrera comment…","A l'occasion des Journées européennes du patrimoine, venez découvrir le bâtiment et les métiers qui donnent vie aux arts de la scène de l'Opéra national de Lyon. La visite commentée montrera comment l'architecture de Jean Nouvel instaure un dialogue entre tradition et modernité. Elle explorera les 18 étages d'un lieu où travaillent semble artistes, techniciens et techniciennes, personnels administratifs pour penser, créer et offrir aux publics des oeuvres d'hier et d'aujourd'hui.

Pour le programme détaillé et les réservations, rendez-vous sur notre site www.opera-lyon.com",2026-09-20 10:00:00+02:00,2026-09-20 17:00:00+02:00,Opéra de Lyon,Lyon,"1 place de la comédie, 69001 Lyon",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
39166906,CHARLY / Visites libres du vestibule des peintures du Domaine Melchior Philibert,Visite du vestibule des peintures (de D.Sarrabat),"**Visite du vestibule des peintures (de D.Sarrabat)**  
_Visite libre_  
L’entrée dans cette maison de maître du XVIIe siècle, par la cour d’honneur, se fait par un **vestibule** communiquant avec le jardin. Ce vestibule est décoré des remarquables peintures réalisées en 1701 par le peintre lyonnais **Daniel Sarrabat**.

*   Remarquable témoin des maisons des champs construites, notamment au XVIIe siècle dans la campagne lyonnaise, le domaine Melchior Philibert est demeuré quasi préservé dans son intégralité jusqu’à nos jours. Cette propriété, inscrite en totalité à l’inventaire des Monuments historiques, forme un ensemble architectural complet (maison de maître, serre, orangerie, corps de ferme, pavillon, tour.)",2026-09-20 10:00:00+02:00,2026-09-20 12:00:00+02:00,Maison dite de Melchior Philibert,Charly,"224 Rue de l'Église, 69390 Charly, France",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
89464824,Rives Créatives - Balade urbaine,"Entre quais historiques et secrets bien gardés, venez redécouvrir Lyon et ses rives créatives","**Entre quais historiques et secrets bien gardés, venez redécouvrir Lyon et ses rives créatives**
-------------------------------------------------------------------------------------------------

### **Connaissez-vous vraiment les quais de Saône ?**

Partez à l’aventure en famille et plongez dans l’histoire du Grenier d’Abondance, du Pavillon de la Compagnie des Chevaliers de l’Arquebuse des Subsistances militaires de Lyon et de son école vétérinaire, quatre édifices patrimoniaux emblématiques du défilé Pierre Scize, reconvertis désormais en lieux culturels. Au-delà de sa dimension architecturale, ce parcours ludique intègre une lecture urbaine et paysagère qui permet de comprendre les spécificités d’un quartier autrefois aux portes de la ville, et la manière dont sa situation géographique stratégique a conditionné son histoire. Un livret-jeu spécialement conçu pour les enfants de 7 à 12 ans viendra enrichir cette balade, les accompagnant tout au long de leur exploration !  
Départ de la balade urbaine à l'entrée des Subsistances pour terminer par la terrasse du conservatoire.",2026-09-20 10:00:00+02:00,2026-09-20 11:45:00+02:00,Les Subsistances,Lyon,"8bis Quai Saint Vincent, 69001 Lyon, France",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
79216605,Parcours en calèche  dans les rues de lyon. Découverte de l'attelage,"Balade en calèches dans les rue du 6 eme et 2 eme arrondissement de lyon, le dimanche 20 septembre , de 10 H à 13 H. Découverte de l attelage .","Balade en calèches dans les rue du 6 eme et 2 eme arrondissement de lyon, le dimanche 20 septembre , de 10 H à 13 H. Découverte de l attelage .",2026-09-20 10:00:00+02:00,2026-09-20 10:30:00+02:00,Place Bellecour,Lyon,"2 Place bellecour, 69002 Lyon",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
12033572,Silence...on visite! Dans les coulisses du cinéma Rex,Visites guidées du cinéma Rex et de l’histoire du 7e art à Neuville.,Visites guidées du cinéma Rex et de l’histoire du 7e art à Neuville.,2026-09-20 10:00:00+02:00,2026-09-20 11:30:00+02:00,Cinéma Rex,Neuville-sur-Saône,"Avenue du 11 novembre, 69250 Neuville-sur-Saône",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
12641373,Portes ouvertes des jardins communaux,Exposition peinture et sculptures bois de l’atelier d’art de la Maison du quartier.,"Exposition peinture et sculptures bois de l’atelier d’art de la Maison du quartier.  
À partir de 10h : chasse au trésor (enfants dès 3 ans), à la découverte du parcours de la biodiversité au cœur des jardins.",2026-09-20 10:00:00+02:00,2026-09-20 13:00:00+02:00,Jardins communaux,Écully,46 chemin du moulin carron 69130 ecully,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
4370634,Jeu de piste Street‐art avec Repère(s) // pentes de la Croix-Rousse,"Dans le cadre des Journées européennes du patrimoine et de Sirop de rue, festival de balades urbaines et gratuites pour tous les goûts :","Dans le cadre des Journées européennes du patrimoine et de Sirop de rue, festival de balades urbaines et gratuites pour tous les goûts :

*   parcourez le quartier des pentes de la Croix-Rousse à la recherche des œuvres de street art les plus emblématiques de la scène lyonnaise.
*   RDV 10h, départ 10h30 (durée 1h30 env)
*   par [Repère(s)](https://www.reperes-lyon.fr/)",2026-09-20 10:00:00+02:00,2026-09-20 12:00:00+02:00,"Place Morel, Lyon 1er",Lyon,"Place Morel, 69001 Lyon",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
37760104,Découverte des arbres du parc du château de Curis,"À l’occasion des Journées européennes du patrimoine, la LPO vous propose de partir à la découverte des arbres du parc du Château de Curis au Mont d’Or et de ses alentours en compagnie de Christian à …","À l’occasion des Journées européennes du patrimoine, la LPO vous propose de partir à la découverte des arbres du parc du Château de Curis au Mont d’Or et de ses alentours en compagnie de Christian Naessens, bénévole à la LPO, tourneur sur bois et passionné des arbres.  
Il vous fera partager son savoir grâce à des anecdotes, des devinettes, des récits de légendes.  
**Inscription nécessaire**, par formulaire en ligne sur le [site de la LPO Auvergne-Rhône-Alpes](https://auvergne-rhone-alpes.lpo.fr/agenda/decouverte-des-arbres-special-journees-du-patrimoine-2/).",2026-09-20 10:00:00+02:00,2026-09-20 12:00:00+02:00,Parc du Château de Curis au Mont d'Or,Curis-au-Mont-d'Or,"143 Rue René Tachon, 69250 Curis-au-Mont-d'Or",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
43931813,Balade contée avec l’École prend l’air // pentes de la Croix-Rousse,"Dans le cadre des Journées européennes du patrimoine et de Sirop de rue, festival de balades urbaines et gratuites pour tous les goûts :","**Dans le cadre des Journées européennes du patrimoine et de Sirop de rue, festival de balades urbaines et gratuites pour tous les goûts :**

*   balade contée (durée 2h)
*   parcours dans les pentes de la Croix-Rousse
*   tout public à partir de 4-5 ans
*   par [L'école prend l'air](https://lecoleprendlair.fr/)",2026-09-20 10:00:00+02:00,2026-09-20 12:00:00+02:00,"Place Morel, Lyon 1er",Lyon,"Place Morel, 69001 Lyon",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
47316800,"Balade biodiversité avec ""Des Espèces Parmi'Lyon""","Dans le cadre des Journées européennes du patrimoine et de Sirop de rue, festival de balades urbaines et gratuites pour tous les goûts :","**Dans le cadre des Journées européennes du patrimoine et de Sirop de rue, festival de balades urbaines et gratuites pour tous les goûts :**

*   balade à la rencontre de la biodiversité (RDV 10h, départ 10h30, durée 2h env)
*   par [Des espèces parmi'Lyon](https://desespecesparmilyon.fr/)",2026-09-20 10:00:00+02:00,2026-09-20 12:00:00+02:00,"Place Morel, Lyon 1er",Lyon,"Place Morel, 69001 Lyon",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
